dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,1.362201,3.126991,0.000067,0.006667,0.333333,16.666667,0.000001
0.020000,1.362201,3.126991,0.000067,0.000003,-0.333161,-33.324712,0.000001
0.020000,1.362201,3.126991,0.000067,0.000008,0.000215,16.668809,0.000000
0.020000,1.362868,3.126991,0.000734,0.033373,1.668273,83.402883,6.283185
0.020000,1.364269,3.126991,0.002135,0.070018,1.832241,8.198410,6.283183
0.020000,1.366069,3.126991,0.003935,0.090023,1.000255,-41.599321,6.283182
0.020000,1.368270,3.126991,0.006136,0.110028,1.000253,-0.000110,6.283180
0.020000,1.370870,3.126991,0.008736,0.130033,1.000250,-0.000135,6.283178
0.020000,1.373871,3.126991,0.011737,0.150038,1.000247,-0.000159,6.283175
0.020000,1.377272,3.126991,0.015138,0.170043,1.000243,-0.000184,6.283172
0.020000,1.381073,3.126991,0.018939,0.190048,1.000239,-0.000208,6.283169
0.020000,1.385274,3.126991,0.023140,0.210052,1.000234,-0.000232,6.283165
0.020000,1.389875,3.126991,0.027741,0.230057,1.000229,-0.000257,6.283161
0.020000,1.394876,3.126991,0.032742,0.250061,1.000223,-0.000281,6.283157
0.020000,1.400278,3.126991,0.038144,0.270066,1.000217,-0.000306,6.283152
0.020000,1.406079,3.126991,0.043945,0.290070,1.000211,-0.000330,6.283147
0.020000,1.412281,3.126990,0.050147,0.310074,1.000204,-0.000355,6.283142
0.020000,1.418882,3.126990,0.056748,0.330078,1.000196,-0.000379,6.283136
0.020000,1.425884,3.126990,0.063750,0.350082,1.000188,-0.000404,6.283131
0.020000,1.433286,3.126989,0.071152,0.370085,1.000179,-0.000428,6.283125
0.020000,1.441087,3.126989,0.078953,0.390089,1.000170,-0.000453,6.283118
0.020000,1.449289,3.126988,0.087155,0.410092,1.000161,-0.000477,6.283112
0.020000,1.457891,3.126987,0.095757,0.430095,1.000151,-0.000502,6.283105
0.020000,1.466893,3.126987,0.104759,0.450098,1.000140,-0.000526,6.283099
0.020000,1.476295,3.126986,0.114161,0.470100,1.000129,-0.000551,6.283092
0.020000,1.486097,3.126985,0.123963,0.490103,1.000118,-0.000575,6.283084
0.020000,1.496299,3.126984,0.134165,0.510105,1.000106,-0.000600,6.283077
0.020000,1.506901,3.126983,0.144767,0.530107,1.000093,-0.000624,6.283070
0.020000,1.517903,3.126981,0.155769,0.550108,1.000080,-0.000648,6.283062
0.020000,1.529306,3.126980,0.167172,0.570110,1.000067,-0.000673,6.283054
0.020000,1.541108,3.126978,0.178974,0.590111,1.000053,-0.000697,6.283047
0.020000,1.553310,3.126977,0.191176,0.610111,1.000038,-0.000722,6.283039
